Period,Alcohol Type,Alcohol Sub Type,Alcohol Content,Clearance Origin,Value,Measure Type,Unit,Marker
month/2015-11,beer,UK,All,All,144.35,production-volume-alcohol,thousand-hectolitres,
month/2015-11,beer-and-cider,UK Registered,All,All,2443.11,clearances,thousand-hectolitres,
month/2015-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1502.83,clearances,thousand-hectolitres,
month/2015-11,beer,All,All,All,3945.94,clearances,thousand-hectolitres,
month/2015-11,beer,All,All,All,165.45,clearances-of-alcohol,thousand-hectolitres,
month/2015-11,cider,All,All,All,714.33,clearances,thousand-hectolitres,
month/2015-11,beer,All,All,All,268.52,beer-duty-receipts,gbp-million,
month/2015-11,cider,All,All,All,27.33,cider-duty-receipts,gbp-million,
month/2015-12,beer,UK,All,All,3863.12,production-volume,thousand-hectolitres,
month/2015-12,beer,UK,All,All,163.44,production-volume-alcohol,thousand-hectolitres,
month/2015-12,beer-and-cider,UK Registered,All,All,3023.02,clearances,thousand-hectolitres,
month/2015-12,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1119.61,clearances,thousand-hectolitres,
month/2015-12,beer,All,All,All,4142.63,clearances,thousand-hectolitres,
month/2015-12,beer,All,All,All,174.84,clearances-of-alcohol,thousand-hectolitres,
month/2015-12,cider,All,All,All,570.34,clearances,thousand-hectolitres,
month/2015-12,beer,All,All,All,296.84,beer-duty-receipts,gbp-million,
month/2015-12,cider,All,All,All,26.97,cider-duty-receipts,gbp-million,
month/2016-01,beer,UK,All,All,2203.25,production-volume,thousand-hectolitres,
month/2016-01,beer,UK,All,All,92.71,production-volume-alcohol,thousand-hectolitres,
month/2016-01,beer-and-cider,UK Registered,All,All,1391.34,clearances,thousand-hectolitres,
month/2016-01,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,798.61,clearances,thousand-hectolitres,
month/2016-01,beer,All,All,All,2189.95,clearances,thousand-hectolitres,
month/2016-01,beer,All,All,All,91.82,clearances-of-alcohol,thousand-hectolitres,
month/2016-01,cider,All,All,All,456.84,clearances,thousand-hectolitres,
month/2016-01,beer,All,All,All,314.19,beer-duty-receipts,gbp-million,
month/2016-01,cider,All,All,All,22.24,cider-duty-receipts,gbp-million,
month/2016-02,beer,UK,All,All,2804.48,production-volume,thousand-hectolitres,
month/2016-02,beer,UK,All,All,117.71,production-volume-alcohol,thousand-hectolitres,
month/2016-02,beer-and-cider,UK Registered,All,All,2037.98,clearances,thousand-hectolitres,
month/2016-02,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1041.33,clearances,thousand-hectolitres,
month/2016-02,beer,All,All,All,3079.31,clearances,thousand-hectolitres,
month/2016-02,beer,All,All,All,128.86,clearances-of-alcohol,thousand-hectolitres,
month/2016-02,cider,All,All,All,495.88,clearances,thousand-hectolitres,
month/2016-02,beer,All,All,All,164.09,beer-duty-receipts,gbp-million,
month/2016-02,cider,All,All,All,14.49,cider-duty-receipts,gbp-million,
month/2016-03,beer,UK,All,All,3391.5,production-volume,thousand-hectolitres,
month/2016-03,beer,UK,All,All,141.76,production-volume-alcohol,thousand-hectolitres,
month/2016-03,beer-and-cider,UK Registered,All,All,2583.29,clearances,thousand-hectolitres,
month/2016-03,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1197.62,clearances,thousand-hectolitres,
month/2016-03,beer,All,All,All,3780.92,clearances,thousand-hectolitres,
month/2016-03,beer,All,All,All,157.86,clearances-of-alcohol,thousand-hectolitres,
month/2016-03,cider,All,All,All,605.56,clearances,thousand-hectolitres,
month/2016-03,beer,All,All,All,228.81,beer-duty-receipts,gbp-million,
month/2016-03,cider,All,All,All,17.16,cider-duty-receipts,gbp-million,
month/2016-04,beer,UK,All,All,3373.49,production-volume,thousand-hectolitres,
month/2016-04,beer,UK,All,All,141.69,production-volume-alcohol,thousand-hectolitres,
month/2016-04,beer-and-cider,UK Registered,All,All,2397.07,clearances,thousand-hectolitres,
month/2016-04,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1443.05,clearances,thousand-hectolitres,
month/2016-04,beer,All,All,All,3840.12,clearances,thousand-hectolitres,
month/2016-04,beer,All,All,All,161.83,clearances-of-alcohol,thousand-hectolitres,
month/2016-04,cider,All,All,All,668.59,clearances,thousand-hectolitres,
month/2016-04,beer,All,All,All,285.85,beer-duty-receipts,gbp-million,
month/2016-04,cider,All,All,All,26.35,cider-duty-receipts,gbp-million,
month/2016-05,beer,UK,All,All,3735.58,production-volume,thousand-hectolitres,
month/2016-05,beer,UK,All,All,158.53,production-volume-alcohol,thousand-hectolitres,
month/2016-05,beer-and-cider,UK Registered,All,All,2730.67,clearances,thousand-hectolitres,
month/2016-05,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1552.87,clearances,thousand-hectolitres,
month/2016-05,beer,All,All,All,4283.54,clearances,thousand-hectolitres,
month/2016-05,beer,All,All,All,178.98,clearances-of-alcohol,thousand-hectolitres,
month/2016-05,cider,All,All,All,527.96,clearances,thousand-hectolitres,
month/2016-05,beer,All,All,All,290.24,beer-duty-receipts,gbp-million,
month/2016-05,cider,All,All,All,25.13,cider-duty-receipts,gbp-million,
month/2016-06,beer,UK,All,All,3579.19,production-volume,thousand-hectolitres,
month/2016-06,beer,UK,All,All,152.02,production-volume-alcohol,thousand-hectolitres,
month/2016-06,beer-and-cider,UK Registered,All,All,2646.94,clearances,thousand-hectolitres,
month/2016-06,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1260.48,clearances,thousand-hectolitres,
month/2016-06,beer,All,All,All,3907.42,clearances,thousand-hectolitres,
month/2016-06,beer,All,All,All,165.02,clearances-of-alcohol,thousand-hectolitres,
month/2016-06,cider,All,All,All,872.85,clearances,thousand-hectolitres,
month/2016-06,beer,All,All,All,319.96,beer-duty-receipts,gbp-million,
month/2016-06,cider,All,All,All,28.64,cider-duty-receipts,gbp-million,
month/2016-07,beer,UK,All,All,3367.69,production-volume,thousand-hectolitres,
month/2016-07,beer,UK,All,All,141.13,production-volume-alcohol,thousand-hectolitres,
month/2016-07,beer-and-cider,UK Registered,All,All,2558.15,clearances,thousand-hectolitres,
month/2016-07,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1234.52,clearances,thousand-hectolitres,
month/2016-07,beer,All,All,All,3792.67,clearances,thousand-hectolitres,
month/2016-07,beer,All,All,All,158.44,clearances-of-alcohol,thousand-hectolitres,
month/2016-07,cider,All,All,All,690.8,clearances,thousand-hectolitres,
month/2016-07,beer,All,All,All,295.78,beer-duty-receipts,gbp-million,
month/2016-07,cider,All,All,All,27.18,cider-duty-receipts,gbp-million,
month/2016-08,beer,UK,All,All,3456.98,production-volume,thousand-hectolitres,
month/2016-08,beer,UK,All,All,146.68,production-volume-alcohol,thousand-hectolitres,
month/2016-08,beer-and-cider,UK Registered,All,All,2651.85,clearances,thousand-hectolitres,
month/2016-08,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1311.4,clearances,thousand-hectolitres,
month/2016-08,beer,All,All,All,3963.25,clearances,thousand-hectolitres,
month/2016-08,beer,All,All,All,167.47,clearances-of-alcohol,thousand-hectolitres,
month/2016-08,cider,All,All,All,640.97,clearances,thousand-hectolitres,
month/2016-08,beer,All,All,All,274.3,beer-duty-receipts,gbp-million,
month/2016-08,cider,All,All,All,25.81,cider-duty-receipts,gbp-million,
month/2016-09,beer,UK,All,All,2297.05,production-volume,thousand-hectolitres,
month/2016-09,beer,UK,All,All,97.93,production-volume-alcohol,thousand-hectolitres,
month/2016-09,beer-and-cider,UK Registered,All,All,2346.3,clearances,thousand-hectolitres,
month/2016-09,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1074.05,clearances,thousand-hectolitres,
month/2016-09,beer,All,All,All,3420.35,clearances,thousand-hectolitres,
month/2016-09,beer,All,All,All,144.97,clearances-of-alcohol,thousand-hectolitres,
month/2016-09,cider,All,All,All,467.34,clearances,thousand-hectolitres,
month/2016-09,beer,All,All,All,299.53,beer-duty-receipts,gbp-million,
month/2016-09,cider,All,All,All,24.63,cider-duty-receipts,gbp-million,
month/2016-10,beer,UK,All,All,2773.12,production-volume,thousand-hectolitres,
month/2016-10,beer,UK,All,All,113.27,production-volume-alcohol,thousand-hectolitres,
month/2016-10,beer-and-cider,UK Registered,All,All,2390.61,clearances,thousand-hectolitres,
month/2016-10,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1165.62,clearances,thousand-hectolitres,
month/2016-10,beer,All,All,All,3556.23,clearances,thousand-hectolitres,
month/2016-10,beer,All,All,All,146.24,clearances-of-alcohol,thousand-hectolitres,
month/2016-10,cider,All,All,All,605.05,clearances,thousand-hectolitres,
month/2016-10,beer,All,All,All,259.74,beer-duty-receipts,gbp-million,
month/2016-10,cider,All,All,All,20.44,cider-duty-receipts,gbp-million,
month/2016-11,beer,UK,All,All,3492.93,production-volume,thousand-hectolitres,
month/2016-11,beer,UK,All,All,154.15,production-volume-alcohol,thousand-hectolitres,
month/2016-11,beer-and-cider,UK Registered,All,All,2547.2,clearances,thousand-hectolitres,
month/2016-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1419.83,clearances,thousand-hectolitres,
month/2016-11,beer,All,All,All,3967.03,clearances,thousand-hectolitres,
month/2016-11,beer,All,All,All,171.53,clearances-of-alcohol,thousand-hectolitres,
month/2016-11,cider,All,All,All,460.76,clearances,thousand-hectolitres,
month/2016-11,beer,All,All,All,241.23,beer-duty-receipts,gbp-million,
month/2016-11,cider,All,All,All,21.01,cider-duty-receipts,gbp-million,
month/2016-12,beer,UK,All,All,3608.42,production-volume,thousand-hectolitres,
month/2016-12,beer,UK,All,All,153.04,production-volume-alcohol,thousand-hectolitres,
month/2016-12,beer-and-cider,UK Registered,All,All,2952.11,clearances,thousand-hectolitres,
month/2016-12,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,997.65,clearances,thousand-hectolitres,
month/2016-12,beer,All,All,All,3949.76,clearances,thousand-hectolitres,
month/2016-12,beer,All,All,All,166.97,clearances-of-alcohol,thousand-hectolitres,
month/2016-12,cider,All,All,All,721.79,clearances,thousand-hectolitres,
month/2016-12,beer,All,All,All,328.43,beer-duty-receipts,gbp-million,
month/2016-12,cider,All,All,All,23.29,cider-duty-receipts,gbp-million,
month/2017-01,beer,UK,All,All,2165.25,production-volume,thousand-hectolitres,
month/2017-01,beer,UK,All,All,91.85,production-volume-alcohol,thousand-hectolitres,
month/2017-01,beer-and-cider,UK Registered,All,All,1539.64,clearances,thousand-hectolitres,
month/2017-01,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,874.84,clearances,thousand-hectolitres,
month/2017-01,beer,All,All,All,2414.48,clearances,thousand-hectolitres,
month/2017-01,beer,All,All,All,101.68,clearances-of-alcohol,thousand-hectolitres,
month/2017-01,cider,All,All,All,431.07,clearances,thousand-hectolitres,
month/2017-01,beer,All,All,All,299.84,beer-duty-receipts,gbp-million,
month/2017-01,cider,All,All,All,23.8,cider-duty-receipts,gbp-million,
month/2017-02,beer,UK,All,All,2353.86,production-volume,thousand-hectolitres,
month/2017-02,beer,UK,All,All,100.09,production-volume-alcohol,thousand-hectolitres,
month/2017-02,beer-and-cider,UK Registered,All,All,2081.87,clearances,thousand-hectolitres,
month/2017-02,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1175.78,clearances,thousand-hectolitres,
month/2017-02,beer,All,All,All,3257.65,clearances,thousand-hectolitres,
month/2017-02,beer,All,All,All,136.32,clearances-of-alcohol,thousand-hectolitres,
month/2017-02,cider,All,All,All,595.56,clearances,thousand-hectolitres,
month/2017-02,beer,All,All,All,180.93,beer-duty-receipts,gbp-million,
month/2017-02,cider,All,All,All,16.19,cider-duty-receipts,gbp-million,
month/2017-03,beer,UK,All,All,3508.98,production-volume,thousand-hectolitres,
month/2017-03,beer,UK,All,All,154.51,production-volume-alcohol,thousand-hectolitres,
month/2017-03,beer-and-cider,UK Registered,All,All,2785.32,clearances,thousand-hectolitres,
month/2017-03,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1053.12,clearances,thousand-hectolitres,
month/2017-03,beer,All,All,All,3838.45,clearances,thousand-hectolitres,
month/2017-03,beer,All,All,All,166.69,clearances-of-alcohol,thousand-hectolitres,
month/2017-03,cider,All,All,All,647.91,clearances,thousand-hectolitres,
month/2017-03,beer,All,All,All,244.38,beer-duty-receipts,gbp-million,
month/2017-03,cider,All,All,All,25.48,cider-duty-receipts,gbp-million,
month/2017-04,beer,UK,All,All,3568.52,production-volume,thousand-hectolitres,
month/2017-04,beer,UK,All,All,137.43,production-volume-alcohol,thousand-hectolitres,
month/2017-04,beer-and-cider,UK Registered,All,All,2691.56,clearances,thousand-hectolitres,
month/2017-04,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1189.75,clearances,thousand-hectolitres,
month/2017-04,beer,All,All,All,3881.31,clearances,thousand-hectolitres,
month/2017-04,beer,All,All,All,153.24,clearances-of-alcohol,thousand-hectolitres,
month/2017-04,cider,All,All,All,580.98,clearances,thousand-hectolitres,
month/2017-04,beer,All,All,All,304.98,beer-duty-receipts,gbp-million,
month/2017-04,cider,All,All,All,25.47,cider-duty-receipts,gbp-million,
month/2017-05,beer,UK,All,All,3794.42,production-volume,thousand-hectolitres,
month/2017-05,beer,UK,All,All,147.85,production-volume-alcohol,thousand-hectolitres,
month/2017-05,beer-and-cider,UK Registered,All,All,2924.27,clearances,thousand-hectolitres,
month/2017-05,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1397.01,clearances,thousand-hectolitres,
month/2017-05,beer,All,All,All,4321.28,clearances,thousand-hectolitres,
month/2017-05,beer,All,All,All,172.16,clearances-of-alcohol,thousand-hectolitres,
month/2017-05,cider,All,All,All,538.16,clearances,thousand-hectolitres,
month/2017-05,beer,All,All,All,281.86,beer-duty-receipts,gbp-million,
month/2017-05,cider,All,All,All,22.98,cider-duty-receipts,gbp-million,
month/2017-06,beer,UK,All,All,3630.3,production-volume,thousand-hectolitres,
month/2017-06,beer,UK,All,All,143.66,production-volume-alcohol,thousand-hectolitres,
month/2017-06,beer-and-cider,UK Registered,All,All,2816.65,clearances,thousand-hectolitres,
month/2017-06,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1381.36,clearances,thousand-hectolitres,
month/2017-06,beer,All,All,All,4198.01,clearances,thousand-hectolitres,
month/2017-06,beer,All,All,All,168.98,clearances-of-alcohol,thousand-hectolitres,
month/2017-06,cider,All,All,All,679.92,clearances,thousand-hectolitres,
month/2017-06,beer,All,All,All,320.45,beer-duty-receipts,gbp-million,
month/2017-06,cider,All,All,All,23.07,cider-duty-receipts,gbp-million,
month/2017-07,beer,UK,All,All,3708.31,production-volume,thousand-hectolitres,
month/2017-07,beer,UK,All,All,146.15,production-volume-alcohol,thousand-hectolitres,
month/2017-07,beer-and-cider,UK Registered,All,All,2695.01,clearances,thousand-hectolitres,
month/2017-07,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1259.45,clearances,thousand-hectolitres,
month/2017-07,beer,All,All,All,3954.47,clearances,thousand-hectolitres,
month/2017-07,beer,All,All,All,158.66,clearances-of-alcohol,thousand-hectolitres,
month/2017-07,cider,All,All,All,740.72,clearances,thousand-hectolitres,
month/2017-07,beer,All,All,All,314.58,beer-duty-receipts,gbp-million,
month/2017-07,cider,All,All,All,30.34,cider-duty-receipts,gbp-million,
month/2017-08,beer,UK,All,All,3629.84,production-volume,thousand-hectolitres,
month/2017-08,beer,UK,All,All,143.5,production-volume-alcohol,thousand-hectolitres,
month/2017-08,beer-and-cider,UK Registered,All,All,2930.91,clearances,thousand-hectolitres,
month/2017-08,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1265.01,clearances,thousand-hectolitres,
month/2017-08,beer,All,All,All,4195.92,clearances,thousand-hectolitres,
month/2017-08,beer,All,All,All,168.55,clearances-of-alcohol,thousand-hectolitres,
month/2017-08,cider,All,All,All,652.37,clearances,thousand-hectolitres,
month/2017-08,beer,All,All,All,294.4,beer-duty-receipts,gbp-million,
month/2017-08,cider,All,All,All,27.12,cider-duty-receipts,gbp-million,
month/2017-09,beer,UK,All,All,3212.84,production-volume,thousand-hectolitres,
month/2017-09,beer,UK,All,All,119.84,production-volume-alcohol,thousand-hectolitres,
month/2017-09,beer-and-cider,UK Registered,All,All,2491.19,clearances,thousand-hectolitres,
month/2017-09,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1074.07,clearances,thousand-hectolitres,
month/2017-09,beer,All,All,All,3565.26,clearances,thousand-hectolitres,
month/2017-09,beer,All,All,All,137.64,clearances-of-alcohol,thousand-hectolitres,
month/2017-09,cider,All,All,All,717.18,clearances,thousand-hectolitres,
month/2017-09,beer,All,All,All,313.81,beer-duty-receipts,gbp-million,
month/2017-09,cider,All,All,All,26.78,cider-duty-receipts,gbp-million,
month/2017-10,beer,UK,All,All,3376.73,production-volume,thousand-hectolitres,
month/2017-10,beer,UK,All,All,132.05,production-volume-alcohol,thousand-hectolitres,
month/2017-10,beer-and-cider,UK Registered,All,All,2734.87,clearances,thousand-hectolitres,
month/2017-10,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1339.64,clearances,thousand-hectolitres,
month/2017-10,beer,All,All,All,4074.51,clearances,thousand-hectolitres,
month/2017-10,beer,All,All,All,162.54,clearances-of-alcohol,thousand-hectolitres,
month/2017-10,cider,All,All,All,572.15,clearances,thousand-hectolitres,
month/2017-10,beer,All,All,All,255.38,beer-duty-receipts,gbp-million,
month/2017-10,cider,All,All,All,28.85,cider-duty-receipts,gbp-million,
month/2017-11,beer,UK,All,All,4046.79,production-volume,thousand-hectolitres,
month/2017-11,beer,UK,All,All,165.27,production-volume-alcohol,thousand-hectolitres,
month/2017-11,beer-and-cider,UK Registered,All,All,2950.89,clearances,thousand-hectolitres,
month/2017-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1469.97,clearances,thousand-hectolitres,
month/2017-11,beer,All,All,All,4420.86,clearances,thousand-hectolitres,
month/2017-11,beer,All,All,All,181.58,clearances-of-alcohol,thousand-hectolitres,
month/2017-11,cider,All,All,All,588.08,clearances,thousand-hectolitres,
month/2017-11,beer,All,All,All,297.94,beer-duty-receipts,gbp-million,
month/2017-11,cider,All,All,All,24.71,cider-duty-receipts,gbp-million,
month/2017-12,beer,UK,All,All,3483.71,production-volume,thousand-hectolitres,
month/2017-12,beer,UK,All,All,142.04,production-volume-alcohol,thousand-hectolitres,
month/2017-12,beer-and-cider,UK Registered,All,All,2860.01,clearances,thousand-hectolitres,
month/2017-12,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,942.08,clearances,thousand-hectolitres,
month/2017-12,beer,All,All,All,3802.09,clearances,thousand-hectolitres,
month/2017-12,beer,All,All,All,155.92,clearances-of-alcohol,thousand-hectolitres,
month/2017-12,cider,All,All,All,665.44,clearances,thousand-hectolitres,
month/2017-12,beer,All,All,All,343.75,beer-duty-receipts,gbp-million,
month/2017-12,cider,All,All,All,27.52,cider-duty-receipts,gbp-million,
month/2018-01,beer,UK,All,All,2849.12,production-volume,thousand-hectolitres,
month/2018-01,beer,UK,All,All,94.43,production-volume-alcohol,thousand-hectolitres,
month/2018-01,beer-and-cider,UK Registered,All,All,2092.35,clearances,thousand-hectolitres,
month/2018-01,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,948.86,clearances,thousand-hectolitres,
month/2018-01,beer,All,All,All,3041.21,clearances,thousand-hectolitres,
month/2018-01,beer,All,All,All,108.74,clearances-of-alcohol,thousand-hectolitres,
month/2018-01,cider,All,All,All,357.11,clearances,thousand-hectolitres,
month/2018-01,beer,All,All,All,291.36,beer-duty-receipts,gbp-million,
month/2018-01,cider,All,All,All,21.38,cider-duty-receipts,gbp-million,
month/2018-02,beer,UK,All,All,2722.34,production-volume,thousand-hectolitres,
month/2018-02,beer,UK,All,All,107.44,production-volume-alcohol,thousand-hectolitres,
month/2018-02,beer-and-cider,UK Registered,All,All,2198.06,clearances,thousand-hectolitres,
month/2018-02,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1030.92,clearances,thousand-hectolitres,
month/2018-02,beer,All,All,All,3228.98,clearances,thousand-hectolitres,
month/2018-02,beer,All,All,All,129.58,clearances-of-alcohol,thousand-hectolitres,
month/2018-02,cider,All,All,All,496.82,clearances,thousand-hectolitres,
month/2018-02,beer,All,All,All,200.06,beer-duty-receipts,gbp-million,
month/2018-02,cider,All,All,All,16.03,cider-duty-receipts,gbp-million,
month/2018-03,beer,UK,All,All,3225.51,production-volume,thousand-hectolitres,
month/2018-03,beer,UK,All,All,136.95,production-volume-alcohol,thousand-hectolitres,
month/2018-03,beer-and-cider,UK Registered,All,All,2567.6,clearances,thousand-hectolitres,
month/2018-03,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1340.08,clearances,thousand-hectolitres,
month/2018-03,beer,All,All,All,3907.69,clearances,thousand-hectolitres,
month/2018-03,beer,All,All,All,164.75,clearances-of-alcohol,thousand-hectolitres,
month/2018-03,cider,All,All,All,559.44,clearances,thousand-hectolitres,
month/2018-03,beer,All,All,All,241.75,beer-duty-receipts,gbp-million,
month/2018-03,cider,All,All,All,19.95,cider-duty-receipts,gbp-million,
month/2018-04,beer,UK,All,All,3857.21,production-volume,thousand-hectolitres,
month/2018-04,beer,UK,All,All,150.66,production-volume-alcohol,thousand-hectolitres,
month/2018-04,beer-and-cider,UK Registered,All,All,2790.42,clearances,thousand-hectolitres,
month/2018-04,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1412.99,clearances,thousand-hectolitres,
month/2018-04,beer,All,All,All,4203.4,clearances,thousand-hectolitres,
month/2018-04,beer,All,All,All,167.63,clearances-of-alcohol,thousand-hectolitres,
month/2018-04,cider,All,All,All,520.97,clearances,thousand-hectolitres,
month/2018-04,beer,All,All,All,307.71,beer-duty-receipts,gbp-million,
month/2018-04,cider,All,All,All,23.06,cider-duty-receipts,gbp-million,
month/2018-05,beer,UK,All,All,4117.79,production-volume,thousand-hectolitres,
month/2018-05,beer,UK,All,All,179.83,production-volume-alcohol,thousand-hectolitres,
month/2018-05,beer-and-cider,UK Registered,All,All,2830.12,clearances,thousand-hectolitres,
month/2018-05,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1679.36,clearances,thousand-hectolitres,
month/2018-05,beer,All,All,All,4509.48,clearances,thousand-hectolitres,
month/2018-05,beer,All,All,All,193.4,clearances-of-alcohol,thousand-hectolitres,
month/2018-05,cider,All,All,All,524.16,clearances,thousand-hectolitres,
month/2018-05,beer,All,All,All,312.85,beer-duty-receipts,gbp-million,
month/2018-05,cider,All,All,All,22.08,cider-duty-receipts,gbp-million,
month/2018-06,beer,UK,All,All,3395.69,production-volume,thousand-hectolitres,
month/2018-06,beer,UK,All,All,136.99,production-volume-alcohol,thousand-hectolitres,
month/2018-06,beer-and-cider,UK Registered,All,All,2862.2,clearances,thousand-hectolitres,
month/2018-06,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1512.44,clearances,thousand-hectolitres,
month/2018-06,beer,All,All,All,4374.63,clearances,thousand-hectolitres,
month/2018-06,beer,All,All,All,178.35,clearances-of-alcohol,thousand-hectolitres,
month/2018-06,cider,All,All,All,795.31,clearances,thousand-hectolitres,
month/2018-06,beer,All,All,All,360.61,beer-duty-receipts,gbp-million,
month/2018-06,cider,All,All,All,26.65,cider-duty-receipts,gbp-million,
month/2018-07,beer,UK,All,All,3732.8,production-volume,thousand-hectolitres,
month/2018-07,beer,UK,All,All,151.13,production-volume-alcohol,thousand-hectolitres,
month/2018-07,beer-and-cider,UK Registered,All,All,2992.51,clearances,thousand-hectolitres,
month/2018-07,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1440.84,clearances,thousand-hectolitres,
month/2018-07,beer,All,All,All,4433.35,clearances,thousand-hectolitres,
month/2018-07,beer,All,All,All,181.1,clearances-of-alcohol,thousand-hectolitres,
month/2018-07,cider,All,All,All,676.91,clearances,thousand-hectolitres,
month/2018-07,beer,All,All,All,335.6,beer-duty-receipts,gbp-million,
month/2018-07,cider,All,All,All,29.35,cider-duty-receipts,gbp-million,
month/2018-08,beer,UK,All,All,3712.52,production-volume,thousand-hectolitres,
month/2018-08,beer,UK,All,All,147.78,production-volume-alcohol,thousand-hectolitres,
month/2018-08,beer-and-cider,UK Registered,All,All,2880.86,clearances,thousand-hectolitres,
month/2018-08,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1337.68,clearances,thousand-hectolitres,
month/2018-08,beer,All,All,All,4218.54,clearances,thousand-hectolitres,
month/2018-08,beer,All,All,All,170.42,clearances-of-alcohol,thousand-hectolitres,
month/2018-08,cider,All,All,All,552.45,clearances,thousand-hectolitres,
month/2018-08,beer,All,All,All,337.96,beer-duty-receipts,gbp-million,
month/2018-08,cider,All,All,All,26.26,cider-duty-receipts,gbp-million,
month/2018-09,beer,UK,All,All,3055.9,production-volume,thousand-hectolitres,
month/2018-09,beer,UK,All,All,120.29,production-volume-alcohol,thousand-hectolitres,
month/2018-09,beer-and-cider,UK Registered,All,All,2283.64,clearances,thousand-hectolitres,
month/2018-09,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1152.11,clearances,thousand-hectolitres,
month/2018-09,beer,All,All,All,3435.75,clearances,thousand-hectolitres,
month/2018-09,beer,All,All,All,137.76,clearances-of-alcohol,thousand-hectolitres,
month/2018-09,cider,All,All,All,564.4,clearances,thousand-hectolitres,
month/2018-09,beer,All,All,All,319.29,beer-duty-receipts,gbp-million,
month/2018-09,cider,All,All,All,21.91,cider-duty-receipts,gbp-million,
month/2018-10,beer,UK,All,All,3395.91,production-volume,thousand-hectolitres,
month/2018-10,beer,UK,All,All,138.8,production-volume-alcohol,thousand-hectolitres,
month/2018-10,beer-and-cider,UK Registered,All,All,2690.03,clearances,thousand-hectolitres,
month/2018-10,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1471.99,clearances,thousand-hectolitres,
month/2018-10,beer,All,All,All,4162.02,clearances,thousand-hectolitres,
month/2018-10,beer,All,All,All,171.0,clearances-of-alcohol,thousand-hectolitres,
month/2018-10,cider,All,All,All,500.78,clearances,thousand-hectolitres,
month/2018-10,beer,All,All,All,256.52,beer-duty-receipts,gbp-million,
month/2018-10,cider,All,All,All,23.41,cider-duty-receipts,gbp-million,
month/2018-11,beer,UK,All,All,3523.43,production-volume,thousand-hectolitres,
month/2018-11,beer,UK,All,All,145.2,production-volume-alcohol,thousand-hectolitres,
month/2018-11,beer-and-cider,UK Registered,All,All,2839.2,clearances,thousand-hectolitres,
month/2018-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1596.5,clearances,thousand-hectolitres,
month/2018-11,beer,All,All,All,4435.7,clearances,thousand-hectolitres,
month/2018-11,beer,All,All,All,183.23,clearances-of-alcohol,thousand-hectolitres,
month/2018-11,cider,All,All,All,713.38,clearances,thousand-hectolitres,
month/2018-11,beer,All,All,All,318.12,beer-duty-receipts,gbp-million,
month/2018-11,cider,All,All,All,24.1,cider-duty-receipts,gbp-million,
month/2018-12,beer,UK,All,All,3297.23,production-volume,thousand-hectolitres,
month/2018-12,beer,UK,All,All,142.58,production-volume-alcohol,thousand-hectolitres,
month/2018-12,beer-and-cider,UK Registered,All,All,2706.82,clearances,thousand-hectolitres,
month/2018-12,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1114.36,clearances,thousand-hectolitres,
month/2018-12,beer,All,All,All,3821.18,clearances,thousand-hectolitres,
